RANK NEW,WORD,IPA,ENGLISH,FREQUENCY,DP RANK,EXAMPLE SENTENCE,,,,,,,,,,RANK NEW
3430,ขว้าง,kʰwâːŋ,pitch; throw,670,71,นักเบสบอลคนนี้ขว้างลูกได้เก่งมาก,,,,,,,,,,3430
3431,อาณาเขต,ʔaː naː kʰèːt,territory,617,73,ในช่วงเวลาที่มีอำนาจยิ่งใหญ่นั้น นครศรีธรรมราชมีเมืองขึ้นถึง 12 เมือง โดยมีอาณาเขตตั้งแต่จังหวัดชุมพรลงไปจนถึงไทรบุรีในเขตประเทศมาเลเซีย,,,,,,,,,,3431
3432,น้อยใจ,nɔ́ːj tɕaj,offended; upset,583,74,อมรน้อยใจเพื่อนๆ ที่ลืมวันเกิดของเขา,,,,,,,,,,3432
3433,จงรักภักดี,tɕoŋ rák pʰák diː,be loyal; be faithful,734,68,ญาติผู้ใหญ่ของข้าพเจ้าคนหนึ่งจงรักภักดีต่อพระเจ้าอยู่หัวในรัชกาลที่ 5 อย่างมาก,,,,,,,,,,3433
3434,ยี,jiː,crush; mix; blend,588,74,คุณยายกำลังยีลูกตาลเพื่อทำขนมตาล,,,,,,,,,,3434
3435,วิวัฒนาการ,wíʔ wát tʰá naː kaːn,evolution,819,64,พระราชวังสนามจันทร์เป็นหลักฐานทางประวัติศาสตร์ อันแสดงถึงวิวัฒนาการการปรับตัว และการเปลี่ยนแปลงของสภาพสังคม,,,,,,,,,,3435
3436,เบี้ย,bîːa,counter in gambling; cowrie shell,541,76,พ่อหมอล้วงงาช้าง กระดองเต่า หอยเบี้ยและกระดูกผีออกมากองบนผ้าแดง…,,,,,,,,,,3436
3437,ใจเย็น,tɕaj jen,calm; cool,898,61,กัปตันเครื่องบินใจเย็นมาก แม้ในเวลาคับขันก็ทำให้ผู้โดยสารอุ่นใจ,,,,,,,,,,3437
3438,ค่าธรรมเนียม,kʰâː tʰam niːam,fee; charge; due,1053,54,ธนาคารพาณิชย์ให้บริการเพื่อประโยชน์ของลูกค้า โดยลูกค้าอาจจะเสียค่าธรรมเนียมสำหรับบริการบางอย่างหรือไม่เสียเลยก็ได้,,,,,,,,,,3438
3439,ผลตอบแทน,pʰǒn tɔ̀ːp tʰɛːn,compensation; reward,694,69,ผู้ขายเชื่อว่าสินค้าใหม่สามารถทำผลตอบแทนได้ 10-15% ต่อปี,,,,,,,,,,3439
3440,ฝ่าฝืน,fàː fɯ̌ːn,break; infringe; violate,1011,56,มาตรา 301 ของสหรัฐถือเป็นกฎหมายที่ฝ่าฝืนกติการะหว่างประเทศ,,,,,,,,,,3440
3441,อสังหาริมทรัพย์,ʔàʔ sǎŋ hǎː rim má sáp,real estate,876,61,นิรุตเอาอสังหาริมทรัพย์ทั้งหมดไปจำนำกับธนาคาร,,,,,,,,,,3441
3442,หลอด,lɔ̀ːt,tube; straw,622,73,หล่อนยกแก้วชาดำเย็นขึ้นดูดน้ำหวานจากหลอด,,,,,,,,,,3442
3443,น้ำยา,nám jaː,chemical solution,660,71,ร้านนี้ทำน้ำยาอร่อยมากแต่มีรสเผ็ดไปหน่อย,,,,,,,,,,3443
3444,เพิกถอน,pʰɤ̂ːk tʰɔ̌ːn,withdraw; revoke; repeal,1132,50,โจทก์ให้เพิกถอนคำสั่งยึดไม้ โดยอ้างว่าได้ซื้อไม้โดยมีใบเบิกทางที่ถูกต้อง,,,,,,,,,,3444
3445,บิ,bìʔ,break off,615,73,เขาบิขนมออกเป็นสองชิ้นแบ่งให้ลูกสองคน คนละชิ้น,,,,,,,,,,3445
3446,รัฐศาสตร์,rát tʰà sàːt,political science,1255,45,การศึกษารัฐศาสตร์ตามแนวใหม่เน้นการศึกษาปรากฏการณ์ทางการเมืองที่เป็นจริง,,,,,,,,,,3446
3447,โรแมนติก,roː mɛːn tìk,romantic,554,76,ท่านคงเป็นบุคคลที่อารมณ์โรแมนติกมากทีเดียวถึงได้ระบายอารมณ์ออกมาทางบทกวี,,,,,,,,,,3447
3448,ข่มขู่,kʰòm kʰùː,intimidate; threaten,1017,55,นักเลงชอบข่มขู่คนที่อ่อนแอกว่า,,,,,,,,,,3448
3449,อุทธรณ์,ʔùt tʰɔːn,appeal,1193,47,หากส.ส. คนใดต้องการอุทธรณ์ รัฐธรรมนูญเปิดช่องให้อุทธรณ์ต่อศาลรัฐธรรมนูญได้ภายใน 30 วัน,,,,,,,,,,3449
3450,นายแพทย์,naːj pʰɛ̂ːt,doctor,564,75,โรงพยาบาลในชนบทมักขาดนายแพทย์ผู้เชี่ยวชาญเฉพาะโรค,,,,,,,,,,3450
3451,เหยียด,jìːat,stretch; extend; despise,856,62,ผมไม่เคยเหยียดความสามารถของใคร,,,,,,,,,,3451
3452,หมอน,mɔ̌ːn,pillow,768,66,หมอนทำหน้าที่รองรับศีรษะเช่นเดียวกับที่นอนทำหน้าที่รองรับร่างกายขณะหลับ,,,,,,,,,,3452
3453,ตาบอด,taː bɔ̀ːt,blind,662,71,บางครอบครัวในภาคอีสานลูกบางคนต้องตาบอด เพราะขาดวิตามินเอ,,,,,,,,,,3453
3454,ปลายทาง,plaːj tʰaːŋ,destination,644,71,พระพุทธเจ้าทรงตรัสไว้ว่าปลายทางแห่งชีวิตที่มนุษย์ไม่สามารถหนีพ้นก็คือความตาย,,,,,,,,,,3454
3455,สถาปนา,sà tʰǎː pà naː,establish; found,715,68,สมเด็จพระเจ้าตากสินทรงสถาปนากรุงธนบุรีเป็นเมืองหลวงใหม่,,,,,,,,,,3455
3456,ผุด,pʰùt,appear; come up,703,69,เขาผุดลุกผุดนั่งหลายครั้งในขณะรอผลสัมภาษณ์,,,,,,,,,,3456
3457,ฟาร์ม,faːm,farm,554,75,ศรีราชาฟาร์มเป็นฟาร์มเพาะเลี้ยง และขยายพันธุ์จระเข้ที่ใหญ่ที่สุดในโลก,,,,,,,,,,3457
3458,รายวัน,raːj wan,daily,495,78,ข่าวราชการ เป็นหนังสือพิมพ์รายวันฉบับแรกของไทย,,,,,,,,,,3458
3459,ทึ่ง,tʰɯ̂ŋ,surprised; impressed,545,76,เด็กชายคนนั้นน่าทึ่งจริงเพราะกล้ากระโดดลงไปช่วยผู้หญิงตกน้ำ,,,,,,,,,,3459
3460,โน้ม,nóːm,bend; draw,712,68,เขาโน้มกิ่งไม้ลงมา,,,,,,,,,,3460
3461,เข็น,kʰěn,push,654,71,พ่อกับพี่ชายลงมาช่วยกันเข็นเกวียนซึ่งติดอยู่ในปลัก,,,,,,,,,,3461
3462,เกื้อกูล,kɯ̂ːa kuːn,help; assist,540,76,ทุกคนจำเป็นต้องร่วมแรงร่วมใจกันบำเพ็ญประโยชน์ต่างๆ ตามหน้าที่ให้สอดคล้อง และเกื้อกูลกันและกันเพื่อประโยชน์ส่วนรวมของชาติ,,,,,,,,,,3462
3463,เกื้อ,kɯ̂ːa,lend a hand,552,75,เพราะเป็นคนทันสมัยทันต่อเหตุการณ์โลกปัจจุบันเกื้อให้ไกรสร พรหมวิหารกุมอำนาจการเมืองไว้อย่างเหนียวแน่น,,,,,,,,,,3463
3464,สินเชื่อ,sǐn tɕʰɯ̂ːa,credit,1098,51,สินเชื่อนี้จะให้กับลูกค้าที่ประสงค์จะซ่อมแซมตกแต่งที่อยู่อาศัยเท่านั้น,,,,,,,,,,3464
3465,บรรทัด,ban tʰát,straight line; ruler,765,66,การวาดเขียนโดยไม่ใช้ไม้บรรทัดและวงเวียนเป็นการยากสำหรับเด็ก,,,,,,,,,,3465
3466,ฝ้าย,fâːj,cotton,1035,54,ที่ราบสูงยูนนานไม่มีการปลูกฝ้าย อาจเป็นเพราะสภาพดินฟ้าอากาศไม่อำนวย,,,,,,,,,,3466
