Thai,English,Romanization,ipa,Exemple sentence
สุพรรณ,gold,suphan,sùʔ pʰan,เขามีรูปเป็นสุพรรณอยู่ข้างใน
คณะกรรมาธิการ,commission,khanakammathikan,?,ประชาชนมองว่า คณะกรรมาธิการชุดนี้ไม่เหมาะสมต่อการพิจารณาตัดสินเรื่องนี้
ฝ่ายค้าน,opposition,faikhan,fàːj kʰáːn,พรรคฝ่ายค้านหารือกันเรื่องการตั้งกระทู้ถามรัฐบาล
ฟอร์ม,form,fo,fɔːm,เขาไปศึกษาถึงเมืองนอกเพื่อที่จะกลับไปฟอร์มทีมในการแข่งขันครั้งสำคัญ
ว่าย,swim,wai,wâːj,พอฉันว่ายไปถึงฝั่งฉันก็หมดแรงเลย แทบจะไม่มีแรงก้าวขึ้นฝั่ง
มาลัย,garland,malai,maː laj,จานผลไม้ก็ถูกตกแต่งด้วยใบตองจีบเสียบดอกพุดมีมาลัยดอกไม้สดแนบมาอย่างสวยงาม
ดึก,late,duek,dɯ̀k,เขานั่งทำงานจนดึก
รหัส,code,rahat,rá hàt,เราอาจใช้งานโปรแกรมได้ด้วยการนำรหัสของเจ้าของแฟ้มมาไข เปิดตัวยืนยันลักษณะแท้จริง
ลื่น,slip; slide,luen,lɯ̂ːn,คนไข้ลื่นในห้องน้ำตอนประมาณตี 2
สิ้นเชิง,completely; thoroughly,sinchoeng,sîn tɕʰɤːŋ,เวลานี้ ความสัมพันธ์ที่เคยดีต่อกันระหว่างผมกับเธอ ถึงคราวจะต้องขาดสะบั้นลงอย่างสิ้นเชิงแล้ว
ตีน,foot,tin,tiːn,คนแปลกหน้าด่าไล่ไม่ให้เข้าไปวิ่งเล่นบริเวณตีนดอย
สารคดี,documentary,sarokhadi,sǎː rá kʰá diː,กำแพงลมเป็นงานเขียนกึ่งสารคดีกึ่งเรื่องสั้นอีกเล่มหนึ่งที่ทำให้คนอ่านหลายคนชื่นชอบ
เอ่อ,well up; rise up,oe,ʔɤ̀ː,ทันทีที่เขาสวมแหวนให้เธอ น้ำตาเธอก็เอ่อขึ้นเต็มตา
ทรัพยากรธรรมชาติ,natural resources,sapphayakonthammachat,sáp pʰá jaː kɔːn tʰam má tɕʰâːt,ทรัพยากรธรรมชาติของประเทศกัมพูชา ยังเกินดุลของการทำลาย
พรม,sprinkle; spray,phrom,pʰrom,เจ้าอาวาสกำลังประพรมน้ำมนตร์ให้กับผู้ที่มาทำบุญ
เรือง,shining; glowing,rueang,rɯːaŋ,ท่านเป็นปรมาจารย์ผู้เรืองเวทวิทยาคมมากในสมัยนั้น
คล้ายคลึง,resemble; alike; look alike,khlaikhlueng,kʰláːj kʰlɯŋ,รูปภาพสองรูปนี้คล้ายคลึงกันมาก จนดูไม่ออกว่ารูปไหนรูปจริงรูปปลอม
หมั้น,engaged,man,mân,ในปัจจุบันฝ่ายชายนิยมหมั้นฝ่ายหญิงด้วยแหวนเพชรมากกว่าทองคำ
หลีก,make way for; make room for,lik,lìːk,คุณจะหลีกให้จอดรถอีกสักคันได้ไหม
พลเรือน,civilian,phonruean,pʰon lá rɯːan,นายกสัญญาว่าจะปรับเงินให้กับข้าราชการ พลเรือน ทุกตำแหน่ง
หนาแน่น,dense; crowded,nanaen,nǎː nɛ̂ːn,ในคืนนี้ผู้คนหนาแน่นคึกมากเป็นพิเศษ
อ้างอิง,refer; cite; quote,ang-ing,ʔâːŋ ʔiŋ,ข้อมูลทั้งหมดถูกเก็บไว้ในรูปตารางอ้างอิง
โจทย์,problem; question (math),chot,tɕòːt,ผมต้องเสียเวลาทำโจทย์ข้อนี้อยู่หลายวัน
ยกมือ,agree; accept; raise hand,yokmue,jók mɯː,ผู้อภิปรายขอให้ผู้สนับสนุนยกมือขึ้นกับความคิดเห็นของเขา
ล่อ,mule; deceive; smash,lo,lɔ̂ː,เรื่องแนนซี่นี้เป็นแผนล่อเสือออกจากถ้ำ
เป็นต้นไป,onwards; from now on,pentonpai,pen tôn paj,การหาเสียงเพื่อการเลือกตั้งเริ่มดำเนินการหาเสียงได้ตั้งแต่บัดนี้เป็นต้นไป
หนี้สิน,debt,nisin,nîː sǐn,การจัดตั้งธนาคารข้าวสามารถช่วยให้ชาวบ้านปลดเปลื้องหนี้สินได้เป็นจำนวนมาก
เหงื่อ,sweat,nguea,ŋɯ̀ːa,ผมชอบเล่นกีฬาที่ได้เหงื่อมากๆ
จุดประสงค์,aim; purpose,chutprasong,tɕùt pràʔ sǒŋ,กวีนั้นต้องเป็นผู้รู้ภาษาดี สามารถพลิกแพลงใช้ภาษาเพื่อจุดประสงค์ต่างๆ ได้หลากหลาย
